ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin
First Class,Corporate,United States,Houston,Texas,77070,central,office supplies,Art,55.328,2,0.2,6.2244,0.11
First Class,Corporate,United States,Houston,Texas,77070,central,furniture,Bookcases,1227.9984,6,0.32,-36.1176,-0.03
Standard Class,Corporate,United States,Twin Falls,Idaho,83301,west,office supplies,Binders,20.416,4,0.2,6.6352,0.32
Standard Class,Corporate,United States,Twin Falls,Idaho,83301,west,furniture,Tables,1128.39,3,0.0,259.5297,0.23
Standard Class,Home Office,United States,Knoxville,Tennessee,37918,south,office supplies,Labels,4.608,2,0.2,1.6704,0.36
Standard Class,Corporate,United States,Phoenix,Arizona,85023,west,technology,Phones,195.96,5,0.2,19.596,0.1
Standard Class,Corporate,United States,Phoenix,Arizona,85023,west,office supplies,Paper,15.552,3,0.2,5.4432,0.35
Standard Class,Corporate,United States,Phoenix,Arizona,85023,west,technology,Accessories,271.968,4,0.2,54.3936,0.2
Standard Class,Consumer,United States,Monroe,North Carolina,28110,south,furniture,Chairs,698.352,3,0.2,52.3764,0.08
Standard Class,Consumer,United States,Monroe,North Carolina,28110,south,furniture,Bookcases,77.728,2,0.2,-3.8864,-0.05
Standard Class,Corporate,United States,Richmond,Virginia,23223,south,office supplies,Binders,46.62,9,0.0,21.4452,0.46
Standard Class,Consumer,United States,Houston,Texas,77041,central,technology,Phones,537.544,7,0.2,47.0351,0.09
First Class,Corporate,United States,Los Angeles,California,90008,west,office supplies,Labels,14.62,2,0.0,6.8714,0.47
First Class,Corporate,United States,Los Angeles,California,90008,west,office supplies,Fasteners,22.55,5,0.0,8.7945,0.39
First Class,Corporate,United States,Los Angeles,California,90008,west,technology,Phones,583.8,5,0.2,72.975,0.12
First Class,Corporate,United States,Los Angeles,California,90008,west,technology,Phones,211.168,4,0.2,15.8376,0.08
Standard Class,Consumer,United States,Orem,Utah,84057,west,office supplies,Paper,12.96,2,0.0,6.2208,0.48
Standard Class,Consumer,United States,Orem,Utah,84057,west,office supplies,Art,45.98,2,0.0,12.8744,0.28
Standard Class,Home Office,United States,Burlington,Vermont,5408,east,technology,Phones,1294.75,5,0.0,336.635,0.26
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,east,technology,Copiers,1799.97,5,0.4,239.996,0.13
Standard Class,Corporate,United States,Chicago,Illinois,60623,central,office supplies,Paper,10.688,2,0.2,3.7408,0.35
First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,central,technology,Phones,221.98,2,0.0,62.1544,0.28
First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,central,furniture,Bookcases,341.96,2,0.0,54.7136,0.16
First Class,Corporate,United States,New York City,New York,10035,east,technology,Accessories,34.77,3,0.0,11.4741,0.33
First Class,Corporate,United States,New York City,New York,10035,east,office supplies,Labels,18.9,3,0.0,8.694,0.46
Standard Class,Consumer,United States,Salt Lake City,Utah,84106,west,office supplies,Binders,102.72,3,0.2,37.236,0.36
Standard Class,Corporate,United States,Utica,New York,13501,east,furniture,Furnishings,40.48,2,0.0,14.5728,0.36
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,east,office supplies,Binders,33.282,3,0.7,-27.735,-0.83
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,east,technology,Phones,118.65,5,0.4,19.775,0.17
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,east,office supplies,Labels,14.76,5,0.2,4.9815,0.34
Standard Class,Corporate,United States,Los Angeles,California,90004,west,office supplies,Paper,37.52,4,0.0,18.0096,0.48
Standard Class,Corporate,United States,Jackson,Michigan,49201,central,office supplies,Appliances,207.144,3,0.1,48.3336,0.23
Standard Class,Corporate,United States,Jackson,Michigan,49201,central,office supplies,Art,13.9,5,0.0,3.753,0.27
Standard Class,Corporate,United States,Glendale,Arizona,85301,west,furniture,Chairs,266.352,3,0.2,13.3176,0.05
Second Class,Consumer,United States,Wilmington,Delaware,19805,east,technology,Phones,307.98,2,0.0,89.3142,0.29
Second Class,Consumer,United States,Wilmington,Delaware,19805,east,office supplies,Paper,44.1,6,0.0,20.727,0.47
Second Class,Consumer,United States,Wilmington,Delaware,19805,east,office supplies,Art,13.12,4,0.0,5.6416,0.43
Second Class,Consumer,United States,Wilmington,Delaware,19805,east,office supplies,Envelopes,16.56,2,0.0,7.7832,0.47
Second Class,Consumer,United States,Wilmington,Delaware,19805,east,office supplies,Paper,38.88,6,0.0,18.6624,0.48
Standard Class,Consumer,United States,Austin,Texas,78745,central,office supplies,Paper,335.52,4,0.2,117.432,0.35
Standard Class,Consumer,United States,Orlando,Florida,32839,south,technology,Copiers,959.984,2,0.2,311.9948,0.32
Standard Class,Consumer,United States,Orlando,Florida,32839,south,office supplies,Binders,4.086,2,0.7,-2.9964,-0.73
Standard Class,Consumer,United States,Orlando,Florida,32839,south,office supplies,Art,55.984,2,0.2,4.1988,0.08
Standard Class,Consumer,United States,Orlando,Florida,32839,south,office supplies,Paper,10.688,2,0.2,3.7408,0.35
Second Class,Consumer,United States,Reading,Pennsylvania,19601,east,office supplies,Envelopes,8.856,3,0.2,2.8782,0.32
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,east,office supplies,Labels,6.912,3,0.2,2.5056,0.36
Second Class,Consumer,United States,Houston,Texas,77095,central,office supplies,Paper,26.72,5,0.2,9.352,0.35
Second Class,Consumer,United States,Houston,Texas,77095,central,office supplies,Paper,33.488,7,0.2,10.465,0.31
Standard Class,Corporate,United States,Saint Charles,Missouri,63301,central,office supplies,Paper,10.56,2,0.0,4.752,0.45
First Class,Corporate,United States,Indianapolis,Indiana,46203,central,office supplies,Storage,386.34,2,0.0,54.0876,0.14
Second Class,Corporate,United States,Seattle,Washington,98115,west,office supplies,Binders,33.44,10,0.2,11.704,0.35
Standard Class,Home Office,United States,Harrisonburg,Virginia,22801,south,furniture,Furnishings,39.96,2,0.0,14.3856,0.36
Standard Class,Consumer,United States,Rochester,New York,14609,east,office supplies,Binders,1217.568,2,0.2,456.588,0.38
Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,south,office supplies,Storage,15.51,1,0.0,3.8775,0.25
Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,south,technology,Phones,89.9,2,0.0,25.172,0.28
Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,south,office supplies,Art,14.28,4,0.0,3.7128,0.26
Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,south,office supplies,Art,12.72,3,0.0,4.9608,0.39
Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,south,office supplies,Labels,15.75,5,0.0,7.56,0.48
Second Class,Corporate,United States,Los Angeles,California,90004,west,office supplies,Art,70.95,3,0.0,18.447,0.26
Second Class,Corporate,United States,Los Angeles,California,90004,west,office supplies,Binders,65.568,2,0.2,23.7684,0.36
Second Class,Corporate,United States,Los Angeles,California,90004,west,technology,Accessories,299.97,3,0.0,131.9868,0.44
Standard Class,Corporate,United States,San Francisco,California,94110,west,technology,Accessories,89.97,3,0.0,39.5868,0.44
Standard Class,Corporate,United States,San Francisco,California,94110,west,technology,Accessories,31.86,2,0.0,11.151,0.35
Second Class,Corporate,United States,Minneapolis,Minnesota,55407,central,office supplies,Storage,67.15,5,0.0,16.7875,0.25
Standard Class,Consumer,United States,Columbus,Ohio,43229,east,office supplies,Binders,7.236,3,0.7,-6.03,-0.83
Standard Class,Consumer,United States,Columbus,Ohio,43229,east,office supplies,Fasteners,4.824,3,0.2,1.7487,0.36
Standard Class,Consumer,United States,Columbus,Ohio,43229,east,office supplies,Paper,91.36,5,0.2,29.692,0.32
Standard Class,Consumer,United States,Columbus,Ohio,43229,east,office supplies,Appliances,130.112,2,0.2,13.0112,0.1
First Class,Corporate,United States,Raleigh,North Carolina,27604,south,technology,Phones,74.24,1,0.2,8.352,0.11
First Class,Corporate,United States,Raleigh,North Carolina,27604,south,furniture,Furnishings,159.84,10,0.2,45.954,0.29
First Class,Corporate,United States,Raleigh,North Carolina,27604,south,office supplies,Binders,2.892,2,0.7,-2.3136,-0.8
First Class,Corporate,United States,Raleigh,North Carolina,27604,south,office supplies,Paper,9.392,2,0.2,3.2872,0.35
Second Class,Consumer,United States,New York City,New York,10011,east,office supplies,Paper,123.92,4,0.0,55.764,0.45
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,east,office supplies,Supplies,55.6,5,0.2,6.255,0.11
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,east,technology,Accessories,617.976,3,0.2,-7.7247,-0.01
Standard Class,Corporate,United States,Meridian,Idaho,83642,west,office supplies,Binders,21.312,3,0.2,7.992,0.38
Standard Class,Corporate,United States,Sacramento,California,95823,west,technology,Accessories,209.94,6,0.0,39.8886,0.19
Standard Class,Corporate,United States,Sacramento,California,95823,west,technology,Phones,31.984,2,0.2,-7.996,-0.25
Standard Class,Corporate,United States,Sacramento,California,95823,west,office supplies,Binders,5083.96,5,0.2,1906.485,0.38
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,south,technology,Phones,35.96,1,0.2,3.596,0.1
Standard Class,Home Office,United States,Paterson,New Jersey,7501,east,office supplies,Labels,31.05,3,0.0,14.904,0.48
Standard Class,Home Office,United States,Paterson,New Jersey,7501,east,furniture,Furnishings,8.92,4,0.0,3.9248,0.44
Standard Class,Home Office,United States,Paterson,New Jersey,7501,east,office supplies,Binders,209.6,4,0.0,96.416,0.46
Standard Class,Home Office,United States,Paterson,New Jersey,7501,east,office supplies,Appliances,111.04,4,0.0,29.9808,0.27
Standard Class,Home Office,United States,Paterson,New Jersey,7501,east,office supplies,Paper,38.88,6,0.0,18.6624,0.48
Standard Class,Consumer,United States,Arlington,Virginia,22204,south,office supplies,Appliances,36.27,3,0.0,10.881,0.3
First Class,Consumer,United States,Chicago,Illinois,60653,central,furniture,Bookcases,493.43,5,0.3,-70.49,-0.14
First Class,Consumer,United States,Chicago,Illinois,60653,central,technology,Phones,11.12,2,0.2,3.475,0.31
Standard Class,Consumer,United States,San Diego,California,92037,west,technology,Machines,686.4,2,0.2,77.22,0.11
Standard Class,Corporate,United States,Seattle,Washington,98105,west,office supplies,Binders,15.92,5,0.2,5.373,0.34
Standard Class,Corporate,United States,Seattle,Washington,98105,west,furniture,Furnishings,70.68,12,0.0,31.0992,0.44
Standard Class,Corporate,United States,Seattle,Washington,98105,west,office supplies,Storage,541.24,4,0.0,5.4124,0.01
Same Day,Consumer,United States,Columbus,Ohio,43229,east,technology,Machines,101.994,2,0.7,-71.3958,-0.7
Same Day,Consumer,United States,Columbus,Ohio,43229,east,office supplies,Binders,18.264,2,0.7,-13.3936,-0.73
Second Class,Consumer,United States,Houston,Texas,77095,central,office supplies,Binders,21.99,5,0.8,-32.985,-1.5
Standard Class,Consumer,United States,Irving,Texas,75061,central,office supplies,Supplies,185.376,2,0.2,-34.758,-0.19
Standard Class,Consumer,United States,Irving,Texas,75061,central,office supplies,Appliances,58.924,1,0.8,-153.2024,-2.6
Standard Class,Consumer,United States,Morristown,New Jersey,7960,east,technology,Machines,480.0,4,0.0,225.6,0.47
Standard Class,Consumer,United States,Morristown,New Jersey,7960,east,office supplies,Storage,34.05,3,0.0,9.534,0.28
First Class,Corporate,United States,Los Angeles,California,90008,west,office supplies,Paper,192.72,11,0.0,92.5056,0.48
First Class,Corporate,United States,Los Angeles,California,90008,west,technology,Accessories,239.97,3,0.0,86.3892,0.36
Second Class,Home Office,United States,Aurora,Illinois,60505,central,technology,Accessories,50.12,7,0.2,-0.6265,-0.01
Standard Class,Corporate,United States,Durham,North Carolina,27707,south,technology,Phones,15.984,2,0.2,1.3986,0.09
Standard Class,Corporate,United States,Durham,North Carolina,27707,south,office supplies,Paper,14.352,3,0.2,4.485,0.31
Standard Class,Corporate,United States,Columbus,Ohio,43229,east,office supplies,Binders,6.528,4,0.7,-4.5696,-0.7
Standard Class,Corporate,United States,Columbus,Ohio,43229,east,office supplies,Binders,2.862,3,0.7,-2.2896,-0.8
Standard Class,Corporate,United States,Columbus,Ohio,43229,east,office supplies,Binders,20.856,8,0.7,-16.6848,-0.8
Second Class,Corporate,United States,Los Angeles,California,90036,west,office supplies,Storage,276.28,2,0.0,0.0,0.0
Standard Class,Home Office,United States,Stockton,California,95207,west,furniture,Furnishings,629.64,9,0.0,107.0388,0.17
Second Class,Home Office,United States,Columbia,Missouri,65203,central,technology,Phones,449.97,3,0.0,220.4853,0.49
Second Class,Home Office,United States,Columbia,Missouri,65203,central,office supplies,Appliances,1927.59,7,0.0,751.7601,0.39
First Class,Home Office,United States,Columbus,Georgia,31907,south,furniture,Chairs,121.78,2,0.0,30.445,0.25
Standard Class,Home Office,United States,San Diego,California,92037,west,furniture,Chairs,2676.672,9,0.2,267.6672,0.1
Standard Class,Consumer,United States,Texas City,Texas,77590,central,furniture,Tables,489.23,2,0.3,41.934,0.09
Standard Class,Consumer,United States,Los Angeles,California,90004,west,furniture,Furnishings,312.03,3,0.0,43.6842,0.14
Standard Class,Consumer,United States,Los Angeles,California,90004,west,office supplies,Storage,17.94,3,0.0,3.0498,0.17
Standard Class,Consumer,United States,Los Angeles,California,90004,west,technology,Phones,165.6,3,0.2,10.35,0.06
Standard Class,Consumer,United States,Los Angeles,California,90004,west,office supplies,Paper,37.52,4,0.0,18.0096,0.48
Second Class,Corporate,United States,Springfield,Virginia,22153,south,technology,Phones,494.97,3,0.0,148.491,0.3
Second Class,Corporate,United States,Springfield,Virginia,22153,south,office supplies,Labels,25.06,2,0.0,11.7782,0.47
Standard Class,Consumer,United States,Decatur,Illinois,62521,central,furniture,Furnishings,32.064,3,0.6,-12.8256,-0.4
Standard Class,Consumer,United States,Decatur,Illinois,62521,central,office supplies,Paper,18.496,4,0.2,6.7048,0.36
Standard Class,Consumer,United States,Decatur,Illinois,62521,central,furniture,Chairs,191.079,3,0.3,-38.2158,-0.2
Standard Class,Consumer,United States,Decatur,Illinois,62521,central,office supplies,Paper,10.368,2,0.2,3.6288,0.35
Same Day,Home Office,United States,New York City,New York,10009,east,office supplies,Labels,30.53,1,0.0,14.0438,0.46
Same Day,Home Office,United States,New York City,New York,10009,east,technology,Accessories,30.84,3,0.0,6.168,0.2
Same Day,Home Office,United States,New York City,New York,10009,east,office supplies,Paper,75.06,9,0.0,33.777,0.45
First Class,Corporate,United States,San Francisco,California,94110,west,technology,Phones,66.976,7,0.2,6.6976,0.1
Standard Class,Corporate,United States,Moreno Valley,California,92553,west,office supplies,Paper,182.72,8,0.0,84.0512,0.46
Standard Class,Consumer,United States,Everett,Massachusetts,2149,east,office supplies,Labels,21.93,3,0.0,10.3071,0.47
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,south,technology,Accessories,95.976,3,0.2,15.5961,0.16
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,south,technology,Phones,143.928,9,0.2,-32.3838,-0.22
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,south,office supplies,Binders,3.564,2,0.7,-2.97,-0.83
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,south,office supplies,Labels,4.928,2,0.2,1.7248,0.35
Standard Class,Corporate,United States,Austin,Texas,78745,central,office supplies,Storage,856.656,6,0.2,107.082,0.12
Standard Class,Corporate,United States,Austin,Texas,78745,central,office supplies,Binders,13.184,4,0.8,-20.4352,-1.55
Standard Class,Corporate,United States,Austin,Texas,78745,central,office supplies,Appliances,48.784,4,0.8,-131.7168,-2.7
Standard Class,Corporate,United States,Austin,Texas,78745,central,office supplies,Paper,76.64,2,0.2,26.824,0.35
Standard Class,Corporate,United States,Austin,Texas,78745,central,office supplies,Binders,18.528,6,0.8,-27.792,-1.5
Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,south,furniture,Furnishings,177.68,2,0.0,46.1968,0.26
Standard Class,Corporate,United States,Jamestown,New York,14701,east,technology,Accessories,159.98,2,0.0,57.5928,0.36
Standard Class,Corporate,United States,Coral Gables,Florida,33134,south,technology,Phones,52.68,3,0.2,19.755,0.38
Standard Class,Corporate,United States,Coral Gables,Florida,33134,south,furniture,Furnishings,11.568,3,0.2,2.6028,0.22
Standard Class,Consumer,United States,Hickory,North Carolina,28601,south,office supplies,Binders,4.572,4,0.7,-3.81,-0.83
Standard Class,Consumer,United States,Rockford,Illinois,61107,central,technology,Phones,1439.968,4,0.2,143.9968,0.1
Standard Class,Consumer,United States,Rockford,Illinois,61107,central,office supplies,Binders,1.728,3,0.8,-2.6784,-1.55
Standard Class,Consumer,United States,Rockford,Illinois,61107,central,furniture,Tables,626.1,3,0.5,-538.446,-0.86
Second Class,Corporate,United States,Seattle,Washington,98103,west,office supplies,Art,99.2,5,0.0,25.792,0.26
Standard Class,Consumer,United States,Huntsville,Texas,77340,central,furniture,Tables,609.98,4,0.3,-113.282,-0.19
Standard Class,Consumer,United States,Huntsville,Texas,77340,central,furniture,Tables,211.372,2,0.3,-45.294,-0.21
Standard Class,Consumer,United States,Huntsville,Texas,77340,central,technology,Phones,239.976,3,0.2,17.9982,0.08
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,central,furniture,Furnishings,99.95,5,0.0,22.9885,0.23
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,central,technology,Accessories,29.34,3,0.0,10.8558,0.37
Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,central,furniture,Furnishings,16.74,2,0.0,4.3524,0.26
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,east,office supplies,Paper,12.672,3,0.2,3.96,0.31
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,east,technology,Accessories,1119.888,14,0.2,209.979,0.19
Second Class,Consumer,United States,Los Angeles,California,90008,west,office supplies,Art,204.85,5,0.0,53.261,0.26
Second Class,Consumer,United States,Los Angeles,California,90008,west,technology,Phones,135.984,2,0.2,16.998,0.12
Second Class,Consumer,United States,Los Angeles,California,90008,west,office supplies,Art,16.4,5,0.0,7.052,0.43
Second Class,Consumer,United States,Los Angeles,California,90008,west,office supplies,Binders,92.96,2,0.2,31.374,0.34
Second Class,Consumer,United States,North Miami,Florida,33161,south,office supplies,Supplies,7.632,3,0.2,-1.8126,-0.24
First Class,Consumer,United States,Portland,Oregon,97206,west,office supplies,Binders,4.158,7,0.7,-3.465,-0.83
First Class,Consumer,United States,Portland,Oregon,97206,west,technology,Machines,179.991,3,0.7,-251.9874,-1.4
Standard Class,Consumer,United States,Aurora,Illinois,60505,central,furniture,Chairs,239.358,3,0.3,-47.8716,-0.2
First Class,Home Office,United States,San Francisco,California,94109,west,office supplies,Paper,164.88,3,0.0,80.7912,0.49
Second Class,Corporate,United States,San Francisco,California,94110,west,office supplies,Supplies,10.95,3,0.0,3.285,0.3
Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,east,office supplies,Paper,19.44,3,0.0,9.3312,0.48
Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,east,office supplies,Binders,12.3,5,0.0,6.15,0.5
First Class,Consumer,United States,San Diego,California,92037,west,office supplies,Appliances,13.97,1,0.0,3.6322,0.26
Standard Class,Consumer,United States,Jackson,Tennessee,38301,south,furniture,Tables,934.956,6,0.4,-249.3216,-0.27
Standard Class,Consumer,United States,Jackson,Tennessee,38301,south,technology,Accessories,46.864,2,0.2,7.6154,0.16
Standard Class,Consumer,United States,Jackson,Tennessee,38301,south,office supplies,Storage,26.16,3,0.2,1.962,0.08
Standard Class,Consumer,United States,Jackson,Tennessee,38301,south,office supplies,Art,23.128,7,0.2,2.891,0.12
Standard Class,Consumer,United States,Jackson,Tennessee,38301,south,office supplies,Appliances,59.24,5,0.2,16.291,0.28
Second Class,Consumer,United States,Jacksonville,Florida,32216,south,furniture,Bookcases,155.456,4,0.2,-7.7728,-0.05
Standard Class,Corporate,United States,San Diego,California,92024,west,office supplies,Paper,8.56,2,0.0,3.852,0.45
First Class,Consumer,United States,Hialeah,Florida,33012,south,furniture,Furnishings,21.0,3,0.2,5.775,0.28
First Class,Consumer,United States,Hialeah,Florida,33012,south,technology,Machines,120.0,2,0.5,-7.2,-0.06
Standard Class,Consumer,United States,Houston,Texas,77070,central,technology,Phones,299.96,5,0.2,37.495,0.12
Standard Class,Consumer,United States,Houston,Texas,77070,central,office supplies,Appliances,67.84,5,0.8,-179.776,-2.65
Standard Class,Consumer,United States,Houston,Texas,77070,central,furniture,Chairs,853.93,5,0.3,-24.398,-0.03
Standard Class,Consumer,United States,Houston,Texas,77070,central,office supplies,Art,18.688,4,0.2,3.7376,0.2
First Class,Consumer,United States,Virginia Beach,Virginia,23464,south,furniture,Furnishings,273.96,2,0.0,71.2296,0.26
First Class,Consumer,United States,Virginia Beach,Virginia,23464,south,technology,Accessories,89.97,3,0.0,18.8937,0.21
First Class,Consumer,United States,Virginia Beach,Virginia,23464,south,furniture,Furnishings,756.8,5,0.0,75.68,0.1
Standard Class,Consumer,United States,Houston,Texas,77070,central,office supplies,Binders,1.248,2,0.8,-1.9344,-1.55
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,east,technology,Accessories,72.0,1,0.2,14.4,0.2
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,east,furniture,Chairs,470.155,7,0.3,-13.433,-0.03
First Class,Consumer,United States,Memphis,Tennessee,38109,south,office supplies,Storage,39.128,1,0.2,-8.8038,-0.22
Standard Class,Corporate,United States,Lakewood,Ohio,44107,east,office supplies,Art,19.728,9,0.2,1.7262,0.09
Standard Class,Corporate,United States,Lakewood,Ohio,44107,east,technology,Phones,151.188,2,0.4,-25.198,-0.17
Standard Class,Consumer,United States,New York City,New York,10011,east,furniture,Chairs,271.764,2,0.1,60.392,0.22
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,east,technology,Accessories,47.496,1,0.2,-1.1874,-0.02
Second Class,Consumer,United States,Los Angeles,California,90008,west,furniture,Bookcases,344.981,7,0.15,28.4102,0.08
First Class,Corporate,United States,Dallas,Texas,75220,central,office supplies,Paper,36.288,7,0.2,12.7008,0.35
First Class,Corporate,United States,Dallas,Texas,75220,central,office supplies,Paper,78.304,2,0.2,29.364,0.38
First Class,Corporate,United States,Dallas,Texas,75220,central,furniture,Tables,127.785,1,0.3,-31.0335,-0.24
First Class,Corporate,United States,Dallas,Texas,75220,central,office supplies,Binders,6.104,2,0.8,-9.156,-1.5
Second Class,Corporate,United States,Orange,New Jersey,7050,east,office supplies,Binders,5.76,2,0.0,2.8224,0.49
Second Class,Consumer,United States,Dallas,Texas,75220,central,office supplies,Binders,1.72,1,0.8,-2.838,-1.65
Second Class,Consumer,United States,Romeoville,Illinois,60441,central,office supplies,Binders,8.952,2,0.8,-14.7708,-1.65
Standard Class,Consumer,United States,Chicago,Illinois,60623,central,office supplies,Appliances,2.334,3,0.8,-6.3018,-2.7
Standard Class,Consumer,United States,Chicago,Illinois,60623,central,office supplies,Binders,1.728,4,0.8,-2.7648,-1.6
Standard Class,Consumer,United States,Chicago,Illinois,60623,central,furniture,Furnishings,159.04,5,0.6,-194.824,-1.23
Standard Class,Consumer,United States,Chicago,Illinois,60623,central,furniture,Tables,145.98,2,0.5,-99.2664,-0.68
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,south,furniture,Furnishings,77.952,3,0.2,12.6672,0.16
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,south,office supplies,Binders,95.97,5,0.7,-73.577,-0.77
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,south,technology,Phones,105.584,2,0.2,9.2386,0.09
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,south,office supplies,Art,9.344,2,0.2,1.168,0.12
Standard Class,Corporate,United States,Springfield,Missouri,65807,central,furniture,Furnishings,9.68,2,0.0,3.7752,0.39
Standard Class,Corporate,United States,Springfield,Missouri,65807,central,technology,Copiers,4899.93,7,0.0,2302.9671,0.47
Standard Class,Home Office,United States,San Francisco,California,94110,west,technology,Accessories,104.75,5,0.0,21.9975,0.21
Standard Class,Corporate,United States,Columbia,Tennessee,38401,south,technology,Accessories,18.528,2,0.2,4.4004,0.24
Standard Class,Corporate,United States,Columbia,Tennessee,38401,south,furniture,Tables,1875.258,7,0.4,-968.8833,-0.52
First Class,Consumer,United States,Hollywood,Florida,33021,south,office supplies,Paper,91.36,5,0.2,29.692,0.32
First Class,Consumer,United States,Hollywood,Florida,33021,south,office supplies,Appliances,152.24,5,0.2,17.127,0.11
First Class,Consumer,United States,Dallas,Texas,75081,central,technology,Phones,35.184,2,0.2,12.3144,0.35
Same Day,Consumer,United States,Houston,Texas,77041,central,office supplies,Paper,56.704,2,0.2,19.1376,0.34
Same Day,Consumer,United States,Houston,Texas,77041,central,office supplies,Paper,274.064,7,0.2,102.774,0.38
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,east,furniture,Chairs,458.43,5,0.3,-124.431,-0.27
Same Day,Consumer,United States,Phoenix,Arizona,85023,west,office supplies,Binders,8.226,3,0.7,-6.0324,-0.73
Standard Class,Corporate,United States,Sandy Springs,Georgia,30328,south,technology,Accessories,5.95,1,0.0,0.833,0.14
Standard Class,Corporate,United States,Sandy Springs,Georgia,30328,south,office supplies,Paper,15.24,3,0.0,7.1628,0.47
Same Day,Consumer,United States,Spokane,Washington,99207,west,technology,Accessories,239.94,6,0.0,26.3934,0.11
Same Day,Consumer,United States,Spokane,Washington,99207,west,office supplies,Art,23.84,8,0.0,6.4368,0.27
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,central,office supplies,Storage,92.52,6,0.0,24.9804,0.27
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,central,office supplies,Storage,37.76,1,0.0,10.5728,0.28
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,central,office supplies,Labels,7.38,2,0.0,3.4686,0.47
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,central,furniture,Furnishings,5.82,2,0.0,2.7354,0.47
Standard Class,Consumer,United States,Fairfield,Ohio,45014,east,office supplies,Paper,3.816,1,0.2,1.1925,0.31
Standard Class,Corporate,United States,Huntsville,Alabama,35810,south,office supplies,Binders,26.16,4,0.0,12.8184,0.49
First Class,Home Office,United States,Houston,Texas,77036,central,technology,Accessories,100.8,2,0.2,21.42,0.21
First Class,Corporate,United States,New York City,New York,10011,east,furniture,Furnishings,135.8,7,0.0,66.542,0.49
Standard Class,Corporate,United States,Los Angeles,California,90008,west,office supplies,Art,13.9,5,0.0,3.753,0.27
Standard Class,Corporate,United States,Los Angeles,California,90008,west,office supplies,Envelopes,19.4,5,0.0,9.312,0.48
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,west,office supplies,Binders,13.488,2,0.2,4.3836,0.33
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,west,office supplies,Binders,11.416,1,0.2,3.8529,0.34
Second Class,Consumer,United States,Pocatello,Idaho,83201,west,office supplies,Paper,17.64,3,0.0,8.6436,0.49
Second Class,Consumer,United States,Pocatello,Idaho,83201,west,office supplies,Binders,17.04,3,0.2,5.538,0.32
Second Class,Consumer,United States,Springfield,Virginia,22153,south,technology,Accessories,99.98,2,0.0,7.9984,0.08
Second Class,Consumer,United States,Springfield,Virginia,22153,south,furniture,Furnishings,29.46,6,0.0,9.7218,0.33
Standard Class,Corporate,United States,Toledo,Ohio,43615,east,office supplies,Binders,166.92,13,0.7,-116.844,-0.7
First Class,Home Office,United States,Fort Collins,Colorado,80525,west,furniture,Furnishings,98.328,3,0.2,9.8328,0.1
First Class,Consumer,United States,New York City,New York,10024,east,furniture,Chairs,117.882,1,0.1,1.3098,0.01
Standard Class,Corporate,United States,New York City,New York,10035,east,technology,Accessories,20.97,3,0.0,9.0171,0.43
Standard Class,Corporate,United States,New York City,New York,10035,east,technology,Accessories,139.96,4,0.0,9.7972,0.07
